id,name,start_date_local,type,distance,moving_time,elapsed_time,total_elevation_gain,end_latlng
7099505647,Long Way to Ice Cream,2022-05-06T18:39:46Z,Run,5447.1,1510,2971,12.1,"[42.36594585701823, -71.1076878849417]"
7096905094,good morning world and all who inhabit it,2022-05-06T06:07:23Z,Ride,56749.0,6931,7628,432.0,"[42.366056917235255, -71.10780782997608]"
7094906991,Evening Double,2022-05-05T18:43:26Z,Run,14103.6,3701,4066,31.9,"[42.36616806127131, -71.10810899175704]"
7093102994,IRL,2022-05-05T11:02:09Z,Ride,56737.7,6884,7374,445.0,"[42.366496715694666, -71.10858893953264]"
7089605620,80min Recovery Zwift,2022-05-04T18:31:20Z,VirtualRide,13618.8,4804,5883,723.0,"[-11.682618856430054, 166.90236568450928]"
7086483811,Optimally Rainy,2022-05-04T07:12:40Z,Run,18265.7,4915,5325,27.2,"[42.36593973822892, -71.10765578225255]"
7084374455,100min Evening Zwift,2022-05-03T18:42:58Z,VirtualRide,53371.0,6137,8514,634.0,"[-11.64788693189621, 166.97641611099243]"
7081105262,Mileage Cushion,2022-05-03T07:47:08Z,Run,19872.3,5276,5996,18.7,"[42.366075525060296, -71.10775225795805]"
7078725478,Post Run Zwift,2022-05-02T19:33:40Z,VirtualRide,31136.6,3612,5762,291.0,"[-11.672119349241257, 166.9647753238678]"
7078381311,Little Rainy,2022-05-02T17:36:23Z,Run,18401.1,4702,5478,27.2,"[42.365936636924744, -71.10762292519212]"
7071266459,Morning Run,2022-05-01T10:14:09Z,Run,948.1,277,350,0.0,"[41.79006418213248, -87.59324069134891]"
7071265262,Cycling South,2022-05-01T09:24:11Z,Ride,16235.8,2849,2849,32.8,"[41.79170192219317, -87.58397223427892]"
7071263306,Running North,2022-05-01T07:58:55Z,Run,16958.2,4375,4673,27.7,"[41.91149750724435, -87.62671541422606]"
7071258920,Evening Stroll,2022-04-30T19:02:15Z,Walk,3965.9,3046,3104,0.0,"[41.795624, -87.588047]"
7065215728,With Bettina!,2022-04-30T08:56:54Z,Run,6622.8,2600,2623,13.5,"[41.790173733606935, -87.59322619065642]"
7064586336,Chicago!,2022-04-30T05:49:48Z,Run,16139.0,4471,4891,27.8,"[41.7966169025749, -87.58905787020922]"
7059516940,Morning Zwift,2022-04-29T07:11:13Z,VirtualRide,33124.7,5713,8500,1100.0,"[-11.677833795547485, 166.9331681728363]"
7057199781,Same Route as Yesterday,2022-04-28T18:28:26Z,Run,14094.5,3665,3985,31.6,"[42.36631968989968, -71.10805325210094]"
7054417112,Morning Zwift,2022-04-28T07:04:00Z,VirtualRide,65933.4,7553,8685,464.0,"[-21.743500381708145, 166.15466237068176]"
7052253670,Night Zwift,2022-04-27T20:15:29Z,VirtualRide,20432.2,2380,2380,56.0,"[51.50784373283386, -0.12684711255133152]"
7052005558,Windy + Sunset,2022-04-27T18:28:06Z,Run,14144.6,3594,3934,31.4,"[42.3662169277668, -71.10798737034202]"
7046722809,30min Zwift,2022-04-26T19:22:24Z,VirtualRide,17458.3,1840,2288,76.0,"[-11.651204824447632, 166.9476306438446]"
7043531591,Paths Less Traveled,2022-04-26T07:32:04Z,Run,17166.4,4365,4952,76.0,"[42.36617476679385, -71.10811888240278]"
7041368830,EZ Evening Zwift,2022-04-25T19:06:46Z,VirtualRide,36497.7,4214,4914,56.0,"[-11.638837158679962, 166.97780013084412]"
7038505298,EZ Morning Run,2022-04-25T07:46:30Z,Run,18388.4,4844,5254,27.2,"[42.366022719070315, -71.10769995488226]"
7036445787,Evening Zwift,2022-04-24T18:49:51Z,VirtualRide,41123.4,4319,5228,206.0,"[51.50659918785095, -0.07463724352419376]"
7033471020,Back from Citibike,2022-04-24T09:09:25Z,Run,815.7,224,270,2.9,"[40.71406116709113, -73.990284986794]"
7033436520,Back from the Park,2022-04-24T08:40:06Z,Ride,5622.6,1181,1661,6.7,"[40.71968927979469, -73.99237249977887]"
7033213719,In the Park,2022-04-24T07:28:41Z,Run,12246.6,3228,3818,87.2,"[40.76732212677598, -73.9817800372839]"
7032756254,To the Park,2022-04-24T06:54:09Z,Ride,7519.5,1221,1764,29.3,"[40.765861412510276, -73.97606869228184]"
7027941691,NYC Long Run,2022-04-23T07:15:28Z,Run,28167.8,7370,9340,143.8,"[40.713407630100846, -73.99007644504309]"
7024388568,Bonus Saddle Time,2022-04-22T15:31:31Z,VirtualRide,6046.3,1228,1943,245.0,"[47.235320806503296, 11.402460783720016]"
7022529842,Run with John!,2022-04-22T07:30:03Z,Run,16833.5,4513,5121,23.4,"[42.365854661911726, -71.10751337371767]"
7020464156,Evening Zwift,2022-04-21T18:51:06Z,VirtualRide,28975.8,3845,3879,371.0,"[-10.75874537229538, 165.84248542785645]"
7017582084,Extended from 4 miles to 10 miles,2022-04-21T08:16:03Z,Run,16391.6,4441,5198,31.3,"[42.366121374070644, -71.10832088626921]"
7014768974,With Ana and Matt!,2022-04-20T17:03:46Z,Run,10595.0,2858,3096,20.0,"[42.366307033225894, -71.10816498287022]"
7012670582,Easy Morning Zwift,2022-04-20T08:46:36Z,VirtualRide,38187.1,5015,7777,545.0,"[-10.745050013065338, 165.85289239883423]"
7010250259,Trivia Victory,2022-04-19T22:03:40Z,Ride,2301.5,553,553,8.8,"[42.36638322472572, -71.10554656013846]"
7009762697,Trivia,2022-04-19T19:08:16Z,Ride,2792.8,689,727,10.2,"[42.38103604875505, -71.10432833433151]"
7009494460,With Seth and Gabe!,2022-04-19T17:26:39Z,Run,10570.7,3000,3716,19.5,"[42.366107711568475, -71.10808501951396]"
7007080856,Easy Morning Zwift,2022-04-19T08:13:14Z,VirtualRide,35722.2,4454,7238,603.0,"[40.76979160308838, -73.97161781787872]"
7003198581,From Marathon,2022-04-18T13:19:20Z,Ride,2729.6,444,459,11.9,"[42.364953, -71.102894]"
7002383414,To Marathon!,2022-04-18T10:44:20Z,Ride,3618.8,746,787,11.7,"[42.344018, -71.11507]"
7001795645,Marathon Morning!,2022-04-18T08:26:49Z,VirtualRide,25817.6,2749,3380,154.0,"[-21.73547923564911, 166.18736386299133]"
6998161390,Facetime Session,2022-04-17T12:51:49Z,VirtualRide,35384.3,3842,4972,156.0,"[51.49363338947296, -0.11486719362437725]"
6997633627,Cambridge Street,2022-04-17T11:25:01Z,Run,11744.4,3094,3686,21.5,"[42.366068148985505, -71.10796214081347]"
6993519144,Tucked in singlet kinda day,2022-04-16T17:01:59Z,Run,13219.4,3408,3871,35.7,"[42.36600981093943, -71.10771772451699]"
6988234700,Hahvey Bahnhahd @ Hahvahd,2022-04-15T18:29:56Z,Run,16109.5,4178,5092,29.2,"[42.36608658917248, -71.1077708657831]"
6985363372,Quick Morning Zwift,2022-04-15T08:32:39Z,VirtualRide,5036.2,969,1237,164.0,"[47.243067026138306, 11.401143819093704]"
6983328220,Zwift - At Night,2022-04-14T21:13:24Z,VirtualRide,31212.9,3680,3708,152.0,"[51.49421274662018, -0.15801488421857357]"
6977902990,Day of Walking,2022-04-13T19:36:01Z,Walk,11265.4,6300,6300,0,[]
6972859711,Evening Run,2022-04-12T19:15:16Z,Run,8615.8,2211,2368,14.3,"[42.36584736965597, -71.10739074647427]"
6967421208,Spring is Finally Here,2022-04-11T18:43:32Z,Run,11748.3,3157,3504,17.5,"[42.36642697826028, -71.10830831341445]"
6961757774,Jamaica Pond LR,2022-04-10T12:51:10Z,Run,23100.3,6112,6897,71.1,"[42.36591937020421, -71.10831158235669]"
6956749730,Another Nice Sunset,2022-04-09T18:21:05Z,Run,14131.8,3611,3973,33.3,"[42.3663154989481, -71.10815115272999]"
6951634608,That Sunset,2022-04-08T18:48:33Z,Run,15744.3,3979,4523,17.3,"[42.36626042984426, -71.10803062096238]"
6947636314,To Dinner,2022-04-07T18:36:02Z,Ride,5440.5,1199,1691,30.6,"[42.38067244179547, -71.15413184277713]"
6946731959,Z2 w/ Intermissions,2022-04-07T12:35:14Z,VirtualRide,62645.7,6416,14439,310.0,"[51.49986147880554, -0.07813232950866222]"
6942729154,EZ Hour,2022-04-06T19:01:54Z,VirtualRide,32277.6,3642,3782,152.0,"[51.48601055145264, -0.13332531787455082]"
6937419004,Back in Cambridge,2022-04-05T17:00:55Z,Run,13977.4,3592,4297,31.5,"[42.36591693945229, -71.10759107396007]"
6930377385,Last Day in Berkeley,2022-04-04T06:32:37Z,Run,14672.5,3834,4592,245.3,"[37.8970211930573, -122.26559638045728]"
6927948945,Hike w/ Markus and Bettina!,2022-04-03T13:12:29Z,Hike,6825.9,5289,5355,377.7,"[37.449943, -122.338713]"
6926204164,Campus Run,2022-04-03T07:25:44Z,Run,7809.9,2096,2381,188.6,"[37.89664291776717, -122.26569520309567]"
6922379882,Tilden Hike w/ Bettina,2022-04-02T11:32:45Z,Hike,14797.9,10454,12722,765.1,"[37.881208, -122.231559]"
6921275829,How do people get anything done here,2022-04-02T08:38:02Z,Run,13885.2,3689,4860,373.1,"[37.89660746231675, -122.26568455807865]"
6916822279,Z2 w/ Intermissions,2022-04-01T11:58:32Z,VirtualRide,21297.2,2707,11175,446.0,"[47.280794978141785, 11.40400305390358]"
6913484854,Zwift Triple,2022-03-31T18:46:10Z,VirtualRide,18402.4,1814,1885,63.0,"[-11.645987927913666, 166.94841384887695]"
6912970815,G1 Fun Run,2022-03-31T15:21:43Z,Run,8098.1,2906,3378,27.5,"[42.37657503224909, -71.11808295361698]"
6911192097,Another Tiny Zwift,2022-03-31T09:13:09Z,VirtualRide,2647.8,310,506,14.0,"[51.50863230228424, -0.12683361768722534]"
6906546384,Tiny Hard Effort,2022-03-30T09:22:02Z,VirtualRide,4663.8,490,490,22.0,"[51.507548689842224, -0.1404257956892252]"
6903222867,Zwift - 1hr,2022-03-29T13:28:29Z,VirtualRide,14501.4,3674,5834,791.0,"[-11.68260008096695, 166.89966201782227]"
6898970637,40min Zwift,2022-03-28T19:03:53Z,VirtualRide,17261.5,2402,2795,244.0,"[-10.759151056408882, 165.84598302841187]"
6898765802,EZ w/ Seth,2022-03-28T17:53:39Z,Run,5657.6,1721,1933,10.2,"[42.366122882813215, -71.10786742530763]"
6894114206,Relaxed LR,2022-03-27T17:40:50Z,Run,20959.3,5538,5991,35.8,"[42.36587578430772, -71.1075700353831]"
6887672317,Squeeze,2022-03-26T16:33:46Z,Run,3723.3,1000,1184,7.6,"[42.36608935520053, -71.10794881358743]"
6882497229,Beautiful Evening,2022-03-25T17:55:04Z,Run,15375.1,4040,4812,18.9,"[42.366061359643936, -71.10837092623115]"
6877735646,Rainy w/ Chase,2022-03-24T18:10:11Z,Run,12986.8,3479,3735,14.1,"[42.365950886160135, -71.10768562182784]"
6872722325,Easy + Fast Last Mile,2022-03-23T19:02:57Z,Run,8619.0,2203,2463,14.5,"[42.36603579483926, -71.10765083692968]"
6863911644,A Bit Clunky,2022-03-22T07:34:45Z,Run,14202.4,3756,4303,33.2,"[42.366235284134746, -71.1079619731754]"
6861858044,Back Running,2022-03-21T18:33:37Z,Run,6151.6,1589,1728,10.2,"[42.36595558002591, -71.10760926268995]"
6819528021,Sunday Sun Day,2022-03-13T13:06:44Z,Run,15219.0,3863,4460,28.9,"[42.36600670963526, -71.10799960792065]"
6814550031,Zwift - FAST,2022-03-12T17:20:45Z,VirtualRide,3450.6,305,305,13.0,"[48.86817991733551, 2.3129437677562237]"
6809385590,Evening Double w/ Chase,2022-03-11T17:20:24Z,Run,11677.0,3135,3720,17.2,"[42.36599799245596, -71.10760398209095]"
6807161543,Steamy,2022-03-11T06:54:07Z,Run,16960.3,4464,4912,23.9,"[42.36614962108433, -71.10806758515537]"
6802261460,Morning Zwift - 75min,2022-03-10T06:50:12Z,VirtualRide,18718.5,4595,5701,1058.0,"[-11.681782007217407, 166.88885807991028]"
6797070728,Maintenance,2022-03-09T06:45:04Z,Run,17414.8,4587,5015,23.8,"[42.36620904877782, -71.10791134648025]"
6791780198,Cambridge-Watertown Greenway,2022-03-08T06:42:25Z,Run,14823.7,3927,4877,51.7,"[42.36618608236313, -71.10815207473934]"
6786869442,Morning Recovery,2022-03-07T06:42:27Z,Run,15472.4,4323,4823,18.7,"[42.36605021171272, -71.10793540254235]"
6784547356,Double Jog w/ Seth,2022-03-06T15:07:48Z,Run,6364.2,1881,2079,7.3,"[42.366111734882, -71.10800983384252]"
6783271254,LR: 10 Easy + 4 HMP + 4 Easy,2022-03-06T09:02:13Z,Run,29007.6,7117,8012,72.8,"[42.366141909733415, -71.10782308503985]"
6779028647,Short and Sweet,2022-03-05T17:27:58Z,Run,6713.0,1648,1890,8.2,"[42.36593093723059, -71.10748772509396]"
6773679979,LOTR + Some Running,2022-03-04T17:21:44Z,Run,18085.9,4822,5341,24.2,"[42.366066137328744, -71.10798301175237]"
6769276645,Short Zwift,2022-03-03T18:17:11Z,VirtualRide,9583.7,1363,1582,175.0,"[-10.749823674559593, 165.85512399673462]"
6764037998,Splash Zone II,2022-03-02T16:54:09Z,Run,13040.1,3956,4558,27.9,"[42.366179125383496, -71.10794487409294]"
6759282915,Doublin,2022-03-01T18:45:08Z,Run,15449.9,3966,4377,19.1,"[42.36590185202658, -71.10752661712468]"
6756375739,Zwift - 90min,2022-03-01T07:56:41Z,VirtualRide,31790.5,5368,5574,1061.0,"[-11.688125431537628, 166.92582964897156]"
6751283829,Racing Back Before Water Shutoff,2022-02-28T07:37:36Z,Run,15437.1,4015,4486,19.4,"[42.36602498218417, -71.10765896737576]"
6749311561,25min Zwift,2022-02-27T19:06:40Z,VirtualRide,8016.9,1499,1499,266.0,"[-11.68397605419159, 166.91813707351685]"
6748102878,Downright Tropical,2022-02-27T12:31:57Z,Run,6899.5,2033,2343,7.7,"[42.36606253311038, -71.10773247666657]"
6741302623,Easy w/ Bettina,2022-02-26T09:30:46Z,Run,8465.2,2671,2883,25.1,"[42.36630778759718, -71.10815693624318]"
6737823820,Zwift - Lactate Shuttle Short,2022-02-25T17:17:25Z,VirtualRide,19116.5,1823,1823,29.0,"[-11.64024531841278, 166.98715567588806]"
6733744928,With Bettina!,2022-02-24T17:41:43Z,Run,10039.4,3049,3632,18.2,"[42.365969913080335, -71.10764949582517]"
6726539933,Wresh Wednesday,2022-02-23T08:09:36Z,Run,15385.5,4042,4825,50.6,"[42.36609329469502, -71.10799566842616]"
6723946563,Rainy and Warm!,2022-02-22T17:22:26Z,Run,14716.4,3906,4660,30.8,"[42.36595583148301, -71.10765527933836]"
6718115489,Crazy Nice Day,2022-02-21T14:40:37Z,Run,17895.4,4663,5139,20.1,"[42.366185747087, -71.10790799371898]"
6712687805,Nice and (mostly) Easy Long Run,2022-02-20T09:43:27Z,Run,27706.7,7090,8118,40.0,"[42.366132689639926, -71.10831325873733]"
6707231951,Fresh Pond Faturday,2022-02-19T10:28:23Z,Run,14746.5,3735,4237,50.2,"[42.36594468355179, -71.10771001316607]"
6704055641,Back at it,2022-02-18T19:19:17Z,Run,3747.0,936,1079,6.5,"[42.36618524417281, -71.10793531872332]"
6672693993,Spring Quarter Vibes,2022-02-12T09:34:08Z,Run,28146.8,7086,8406,43.3,"[42.36615590751171, -71.10825969837606]"
6668408886,Whole Foods Run,2022-02-11T17:17:37Z,Run,7848.1,2157,3856,10.3,"[42.365890285000205, -71.10761160962284]"
6661229726,Steamy,2022-02-10T08:05:14Z,Run,16505.1,4334,4863,30.6,"[42.366036884486675, -71.10757246613503]"
6655947134,Beautiful Morning,2022-02-09T07:56:59Z,Run,17913.1,4770,5297,21.9,"[42.365876119583845, -71.1073686182499]"
6653278195,Chase and I Battle a Hill,2022-02-08T17:18:01Z,Run,16277.1,4980,5453,224.9,"[42.365974858403206, -71.10771026462317]"
6647845035,v little zwift,2022-02-07T19:02:45Z,VirtualRide,3305.1,381,381,30.0,"[47.25300192832947, 11.411011666059494]"
6647708320,Barely Runnable,2022-02-07T18:05:01Z,Run,3800.9,1030,1368,5.5,"[42.36594166606665, -71.10774328932166]"
6641416678,Another Slippery Long Run,2022-02-06T09:35:18Z,Run,24658.7,6943,7316,119.7,"[42.36588617786765, -71.10765745863318]"
6636847952,Mittens w/ Me,2022-02-05T13:49:48Z,Run,11611.5,3099,3279,7.7,"[42.3658144287765, -71.10741245560348]"
6636560675,Mittens w/ Seth,2022-02-05T12:35:50Z,Run,6826.5,2033,2508,8.5,"[42.3660184442997, -71.10770892351866]"
6632200364,Easy Zwift,2022-02-04T18:28:11Z,VirtualRide,15061.3,1652,1652,84.0,"[48.86286914348602, 2.3315532691776752]"
6627057580,Sloppy,2022-02-03T14:15:46Z,Run,15289.5,3999,4568,18.9,"[42.365881986916065, -71.10747247003019]"
6622719813,w/ Chase and Stubna,2022-02-02T17:14:45Z,Run,11604.6,3152,3689,29.9,"[42.366075944155455, -71.10774764791131]"
6616715840,Lunch Run + COVID test,2022-02-01T13:25:36Z,Run,17737.8,4742,6203,27.6,"[42.36615196801722, -71.10786340199411]"
6612283980,Nice and Relaxed,2022-01-31T16:45:15Z,Run,19956.7,5492,6534,26.4,"[42.3664085380733, -71.10813464038074]"
6607519921,Snow Brings out the Best and Worst of People,2022-01-30T13:57:52Z,Run,25767.3,7139,9739,55.3,"[42.36590386368334, -71.10755218192935]"
6602015459,Easy Blizzard Zwift,2022-01-29T18:16:13Z,VirtualRide,13597.7,3618,3701,721.0,"[-11.682829409837723, 166.90231204032898]"
6596698106,Chase and I Take Advantage of Non-Inclement Weather,2022-01-28T17:15:53Z,Run,21404.3,5394,6156,22.2,"[42.36602397635579, -71.1077669262886]"
6591113735,Shaking out some stiffness,2022-01-27T13:12:44Z,Run,13220.5,3523,3927,22.7,"[42.36599522642791, -71.10772510059178]"
6587306536,Perserverance,2022-01-26T17:14:21Z,Run,13519.4,3720,4837,25.9,"[42.36598466522992, -71.10766801983118]"
6581927246,Saving Seth's Kugel,2022-01-25T17:04:08Z,Run,7140.9,1723,2766,18.4,"[42.36604685895145, -71.10775016248226]"
6579407731,Slipping and Sliding,2022-01-25T07:58:02Z,Run,10232.4,2808,3185,12.1,"[42.36595205962658, -71.10761823132634]"
6574204273,Snow Cover,2022-01-24T07:57:42Z,Run,15667.1,4132,4635,20.5,"[42.366112153977156, -71.10826925374568]"
6569699273,Recovery w/ Chase,2022-01-23T09:03:10Z,Run,12111.5,3140,3655,22.7,"[42.36611626110971, -71.10796096734703]"
6565313751,Now That's a Long Run,2022-01-22T12:41:29Z,Run,27418.3,6394,8084,44.0,"[42.36623000353575, -71.10808837227523]"
6560732443,A Most Pleasant EZ Progression,2022-01-21T18:35:42Z,Run,15774.4,4068,4449,17.3,"[42.36622137017548, -71.10789173282683]"
6555896754,Evening Stroll,2022-01-20T16:51:40Z,Walk,4789.0,3683,3683,6.6,"[42.36598, -71.107644]"
6553617559,Atoning for Past and Future Mileage Dips,2022-01-20T07:29:02Z,Run,20155.4,5306,6748,31.8,"[42.3660977371037, -71.10799726098776]"
6551311135,EZ Double,2022-01-19T19:08:05Z,Run,3721.0,1061,1186,7.7,"[42.36589062027633, -71.10768335871398]"
6548543853,Nice Morning,2022-01-19T07:42:36Z,Run,18635.2,4856,5547,30.7,"[42.36608499661088, -71.10779710114002]"
6546268102,45min Zwift,2022-01-18T19:25:21Z,VirtualRide,19308.3,2727,3066,302.0,"[-10.756203979253769, 165.85386872291565]"
6538277692,Squeezing in a Run,2022-01-17T10:15:58Z,Run,7457.2,1789,1850,0.0,"[25.788340056315064, -80.13185908086598]"
6535855640,Hotel Weights,2022-01-16T18:29:15Z,WeightTraining,0.0,886,886,0,[]
6535785442,Post Wedding Run,2022-01-16T16:54:01Z,Run,12566.9,3870,4805,14.5,"[25.788391018286347, -80.13190073892474]"
6527154039,Trot Before the Knot,2022-01-15T07:37:00Z,Run,13281.5,3982,4220,7.4,"[26.060093343257904, -80.28119668364525]"
6523991403,Quick One w/ Bettina,2022-01-14T16:23:48Z,Run,5322.4,1493,2192,2.4,"[26.005645589902997, -80.15420481562614]"
6523470669,Getting Sunscreen,2022-01-14T13:32:24Z,Run,4396.3,1072,2251,0.0,"[26.00577274337411, -80.15422727912664]"
6517235050,Getting COVID Tests,2022-01-13T09:27:27Z,Run,3626.5,927,2322,13.9,"[42.366261100396514, -71.10797169618309]"
6517234259,Slightly Longer,2022-01-13T07:26:30Z,Run,17083.3,4294,4968,24.6,"[42.36590512096882, -71.10741002485156]"
6514731966,With Chase,2022-01-12T17:46:52Z,Run,15131.2,3984,4776,17.0,"[42.366272332146764, -71.10804688185453]"
6506597483,Chilly Run,2022-01-11T07:41:46Z,Run,15372.2,3935,6328,29.8,"[42.366258669644594, -71.10811242833734]"
6504266732,Another Little Zwift,2022-01-10T19:22:45Z,VirtualRide,14588.8,1606,1606,103.0,"[-11.649464070796967, 166.97795033454895]"
6506595780,Stroll,2022-01-09T12:09:31Z,Walk,4649.2,3413,3948,15.7,"[42.366095, -71.107676]"
6497038591,Sunday Run w/ Stubna,2022-01-09T08:33:36Z,Run,16118.1,4270,4852,19.1,"[42.3660943005234, -71.10789257101715]"
6493132533,Frog Pond Skating,2022-01-08T15:30:44Z,IceSkate,2471.5,1837,2853,0.0,"[42.355986, -71.065489]"
6492878350,Reservoir Long Run w/ Bettina,2022-01-08T11:22:41Z,Run,22955.7,6955,8734,126.3,"[42.366016767919064, -71.1076638288796]"
6488523025,Little Zwift,2022-01-07T18:50:37Z,VirtualRide,17949.3,1823,1823,30.0,"[-11.645348221063614, 167.0025622844696]"
6486405315,Snowy Errands,2022-01-07T09:00:29Z,Walk,2724.0,1909,1943,0.0,"[42.366159, -71.10774]"
6481410635,Slightly Unconventional,2022-01-06T07:30:20Z,Run,16857.0,4174,4426,30.6,"[42.36588357947767, -71.10733073204756]"
6476322359,Summit Avenue,2022-01-05T07:15:52Z,Run,15507.2,3900,5008,124.7,"[42.365995896980166, -71.1082732770592]"
6471190929,Beautiful Morning,2022-01-04T07:32:42Z,Run,13507.3,3532,3842,14.7,"[42.36598156392574, -71.10769467428327]"
6466080631,Mostly Recovery,2022-01-03T07:20:18Z,Run,13766.5,3740,3996,12.8,"[42.36579716205597, -71.10737993381917]"
6462983563,Progression LR,2022-01-02T12:28:39Z,Run,24186.7,5654,6399,37.1,"[42.36532023176551, -71.1067396402359]"
6457426496,BACK AT IT,2022-01-01T13:43:47Z,VirtualRide,16520.0,2439,2439,425.0,"[47.25367248058319, 11.416970193386078]"
6457208970,Very Short Run,2022-01-01T12:59:26Z,Run,1822.3,518,521,2.9,"[42.36616303212941, -71.10778310336173]"
6452787090,Last Run of 2021 - For Real This Time,2021-12-31T12:29:20Z,Run,5548.6,1678,1921,10.0,"[42.36602867022157, -71.10765938647091]"
6451251359,Foggy - Last Run of the Year,2021-12-31T07:27:51Z,Run,13403.1,3436,3832,17.5,"[42.36589732579887, -71.1074114497751]"
6447833213,Bop to Pita,2021-12-30T12:24:03Z,Ride,4819.7,1194,1468,13.6,"[42.373557798564434, -71.10054910182953]"
6447832639,Bop to Arax,2021-12-30T11:16:03Z,Ride,4686.5,1048,1175,12.1,"[42.37224821001291, -71.15678144618869]"
6446615575,Easyish Morning,2021-12-30T07:32:21Z,Run,13529.6,3541,3837,18.1,"[42.36571895889938, -71.10710836015642]"
6442465031,LR Part II: Fartlek w/ Bettina,2021-12-29T08:42:18Z,Run,8170.7,2397,3006,15.4,"[42.36600302159786, -71.10770816914737]"
6442462615,LR Part I: Jamaica Pond,2021-12-29T07:00:42Z,Run,19275.6,4782,5901,70.3,"[42.36454985104501, -71.11413180828094]"
6440159459,Run w/ Bettina,2021-12-28T18:00:55Z,Run,7112.5,2223,2536,22.0,"[42.3660855833441, -71.10790941864252]"
6434769942,Happy Hill Walk,2021-12-27T12:56:32Z,Walk,3578.9,3001,3294,112.4,"[43.720272, -72.340297]"
6434041645,Weights,2021-12-27T09:37:57Z,WeightTraining,440.5,531,1171,0.0,"[43.714887, -72.309577]"
6433785609,Treadmill Warmup,2021-12-27T09:05:21Z,Run,4989.0,1184,1184,0,[]
6429564449,A Beautiful Boxing Day,2021-12-26T07:56:55Z,Run,15406.5,4159,4549,259.1,"[43.714787531644106, -72.30858385562897]"
6425950889,Christmas! Slippery!,2021-12-25T08:21:42Z,Run,16915.9,4858,5518,158.7,"[43.71486104093492, -72.30864303186536]"
6424007805,Treadmill,2021-12-24T17:35:13Z,Run,5632.7,1294,1294,0.0,[]
6424004685,Weights + Elliptical,2021-12-24T17:04:42Z,WeightTraining,0.0,1500,1500,0,[]
6423699607,Christmas Eve Stroll,2021-12-24T14:42:42Z,Walk,3979.2,3191,3399,23.9,"[43.649038, -72.431741]"
6419433689,Squeezing in the Elevation,2021-12-23T12:05:06Z,Run,11427.5,2943,2975,267.5,"[44.26158081740141, -72.05352547578514]"
6416383135,BOOSTED,2021-12-22T15:49:17Z,Run,4990.1,1498,1549,59.6,"[44.26217266358435, -72.05343386158347]"
6414828876,Best Longhorns East of the Mississippi,2021-12-22T07:53:24Z,Run,13541.3,3617,3878,239.1,"[44.26162423565984, -72.05353075638413]"
6411987587,VT Hills w/ Bettina,2021-12-21T12:53:48Z,Run,11745.1,3820,3924,314.8,"[44.262174339964986, -72.0534082967788]"
6407698745,Pre Dartmouth Coach,2021-12-20T11:19:21Z,Run,13891.9,3354,3825,27.3,"[42.365758353844285, -71.1074785888195]"
6407697339,Evening Stroll,2021-12-19T18:01:58Z,Walk,3040.2,2039,2039,13.1,"[42.366076, -71.107976]"
6404150158,EZ with Seth,2021-12-19T12:25:31Z,Run,6188.2,1790,1841,10.5,"[42.3662512935698, -71.10826154239476]"
6399664221,LR w/ Bettina,2021-12-18T10:46:11Z,Run,24488.9,7128,7609,33.8,"[42.35706388950348, -71.09240960329771]"
6396302684,Quick One,2021-12-17T17:51:03Z,Run,7255.8,1862,2041,17.7,"[42.36599614843726, -71.10767992213368]"
6444852907,5k Tempo w/ new shoes,2021-12-16T18:17:44Z,Run,6217.2,1475,1941,20.6,"[42.366022, -71.107657]"
6444852846,5k Tempo w/ new shoes,2021-12-16T18:00:30Z,Run,4995.3,1034,1034,0.0,"[42.360582, -71.072666]"
6392851858,5k Tempo w/ new shoes,2021-12-16T17:44:32Z,Run,3044.2,787,958,6.1,"[42.360588, -71.117299]"
6389032712,Kinvara 6 -> Kinvara 12,2021-12-15T18:21:19Z,Run,6472.8,1972,2103,10.4,"[42.366103772073984, -71.1079587880522]"
6382603362,Nice Morning,2021-12-14T07:08:37Z,Run,14326.9,3713,4208,29.3,"[42.36582851037383, -71.10730860382318]"
6378684508,Mondee,2021-12-13T07:57:49Z,Run,10295.0,2772,3064,16.1,"[42.365877544507384, -71.10739518888295]"
6375126853,SW Corridor w/ Stubna,2021-12-12T07:49:56Z,Run,22561.3,5844,6107,110.4,"[42.36649830825627, -71.10830554738641]"
6370595710,Nice and Rainy,2021-12-11T08:44:35Z,Run,11030.6,2882,3259,17.3,"[42.36595658585429, -71.10754044726491]"
6367994546,EZ with Seth,2021-12-10T16:57:23Z,Run,6805.1,2055,2344,8.4,"[42.365994388237596, -71.10772132873535]"
6364619068,Evening Run,2021-12-09T18:09:53Z,Run,5624.6,1514,1715,13.6,"[42.36609103158116, -71.10786859877408]"
6358692879,I thought of something funnier than 24,2021-12-08T07:54:13Z,Run,10312.6,2767,3057,12.6,"[42.365971338003874, -71.10762443393469]"
6356587481,Still Shirtless Weather,2021-12-07T17:18:46Z,Run,15127.5,3530,4298,32.0,"[42.36593160778284, -71.1075636651367]"
6350411512,Rainy Morning,2021-12-06T07:09:21Z,Run,13163.7,3288,3811,22.7,"[42.365846363827586, -71.10745151527226]"
6346735487,With Chase and Stubna,2021-12-05T08:07:02Z,Run,13030.9,3463,3715,18.0,"[42.36599883064628, -71.10756802372634]"
6342824920,Weights,2021-12-04T10:11:57Z,Workout,0.0,1921,1921,0,[]
